ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code
2FA2,small_airport,Monroe Airpark,29.01889992,-82.11370087,US,Florida,FL,Belleview,2FA2
8FL2,small_airport,Kiever Airport,29.001101,-82.100601,US,Florida,FL,Belleview,8FL2
8FL3,small_airport,Back Achers Airport,29.07299995,-81.99949646,US,Florida,FL,Belleview,8FL3
FL58,small_airport,Johary Airport,29.02639961,-81.98789978,US,Florida,FL,Belleview,FL58
MO79,small_airport,Sky Ranch II Airport,37.681182,-90.715327,US,Missouri,MO,Belleview,MO79
AR23,small_airport,Cedar Creek Ranch Airport,35.125018,-93.47679,US,Arkansas,AR,Belleville,25AR
1IS0,small_airport,Harold Emmerich Airport,38.52420044,-89.93229675,US,Illinois,IL,Belleville,1IS0
2IL7,small_airport,Ben Emge Airport,38.515301,-90.027901,US,Illinois,IL,Belleville,2IL7
05IN,small_airport,Cooper Airport,39.64199829,-86.5042038,US,Indiana,IN,Belleville,05IN
KRPB,small_airport,Belleville Municipal Airport,39.81790161,-97.6595993,US,Kansas,KS,Belleville,RPB
43G,small_airport,Belleville Airport,42.17670059,-83.54579926,US,Michigan,MI,Belleville,43G
71MI,small_airport,Johnston Airport,42.084385,-83.517015,US,Michigan,MI,Belleville,71MI
IA02,small_airport,Hoff Airport,42.26200104,-90.58010101,US,Iowa,IA,Bellevue,IA02
ID16,small_airport,Sluder Airstrip,43.4034996,-114.2730026,US,Idaho,ID,Bellevue,ID16
1OH2,small_airport,Dougherty Airport,41.24399948,-82.86630249,US,Ohio,OH,Bellevue,1OH2
6OH1,small_airport,Missler-Bellevue Airport,41.28620148,-82.86660004,US,Ohio,OH,Bellevue,6OH1
US-0783,small_airport,Colvin Airport,41.345256,-82.828802,US,Ohio,OH,Bellevue,OH86
XA09,small_airport,Menard Airport,33.58190155,-98.06109619,US,Texas,TX,Bellevue,XA09
US-3023,small_airport,Ayers Field,33.571436,-98.114133,US,Texas,TX,Bellevue,8XS2
93XA,small_airport,Scott Ranch Airport,33.509594,-98.120211,US,Texas,TX,Bellevue,93XA
WA90,small_airport,Floathaven Airstrip,48.72268,-122.337914,US,Washington,WA,Bellingham,WA90
2XS4,small_airport,Skida Patch Airport,33.66139984,-96.40640259,US,Texas,TX,Bells,2XS4
65TE,small_airport,Windwood Farm Airport,33.568167,-96.397167,US,Texas,TX,Bells,65TE
99TE,small_airport,Pritchard Airport,33.60580063,-96.41560364,US,Texas,TX,Bells,99TE
20TA,small_airport,Mag Drop Airport,33.559167,-96.409444,US,Texas,TX,Bells,20TA
9OA9,small_airport,Bender Airport,40.62139893,-82.53379822,US,Ohio,OH,Bellville,9OA9
60TX,small_airport,P-K Ranch Airport,30.03359985,-96.26360321,US,Texas,TX,Bellville,60TX
61TX,small_airport,Traylor Tick Farm Airport,29.97240067,-96.30719757,US,Texas,TX,Bellville,61TX
15IA,small_airport,Stella Airport,42.235396,-90.406767,US,Iowa,IA,Bellvue,15IA
K01M,small_airport,Tishomingo County Airport,34.49169922,-88.20110321,US,Mississippi,MS,Belmont,01M
KK61,small_airport,Moritz Memorial Airport,39.47119904,-98.12879944,US,Kansas,KS,Beloit,K61
OH38,small_airport,Blue Bird Airport,39.3144989,-81.61650085,US,Ohio,OH,Belpre,OH38
MU26,small_airport,Robinson Airport,38.77310181,-94.56529999,US,Missouri,MO,Belton,MU26
US-6572,small_airport,Arrowhead Airpark,38.762444,-94.575035,US,Missouri,MO,Belton,MU46
0LL0,small_airport,Kaufield Airport,42.265259,-88.727754,US,Illinois,IL,Belvidere,0LL0
IL34,small_airport,Henderson Field,42.2145,-88.757004,US,Illinois,IL,Belvidere,IL34
IL36,small_airport,Bob Walberg Field,42.32089996,-88.75839996,US,Illinois,IL,Belvidere,IL36
NJ09,small_airport,Matthews Airport,40.79180145,-75.07039642,US,New Jersey,NJ,Belvidere,NJ09
US-0109,small_airport,Johnson Farms Airport,40.75009918,-75.06629944,US,New Jersey,NJ,Belvidere,
1TN3,small_airport,Wagner Field,35.13970184,-86.22219849,US,Tennessee,TN,Belvidere,1TN3
US-1249,small_airport,Donner Airport,44.64617,-95.304916,US,Minnesota,MN,Belview,MN98
MS10,small_airport,Turner Field,33.15850067,-90.50430298,US,Mississippi,MS,Belzoni,MS10
1IS2,small_airport,Triple Creek Airport,39.89640045,-88.52230072,US,Illinois,IL,Bement,1IS2
38MN,small_airport,Chandler Personal Use Airport,47.41109848,-94.77249908,US,Minnesota,MN,Bemidji,38MN
98MN,small_airport,Up Yonder Airport,47.29349899,-94.87490082,US,Minnesota,MN,Bemidji,98MN
MN13,small_airport,Moberg Air Base,47.49610138,-94.95279694,US,Minnesota,MN,Bemidji,MN13
MY54,small_airport,Cloverleaf-East Bemidji Airport,47.43830109,-94.81220245,US,Minnesota,MN,Bemidji,MY54
US-6769,small_airport,Bemiss Auxiliary Army Airfield,30.9506,-83.14866,US,Georgia,GA,Bemiss,
TA37,small_airport,Vaca Moo Airport,32.428021,-95.71258,US,Texas,TX,Ben Wheeler,TA37
43OR,small_airport,Inspiration Airport,44.622655,-122.753742,US,Oregon,OR,Bend,43OR
50OR,small_airport,Goering Ranches / Chocheta Estates Airport,44.095813,-120.946823,US,Oregon,OR,Bend,50OR
5OR5,small_airport,Juniper Air Park,44.0345993,-121.1179962,US,Oregon,OR,Bend,5OR5
8OR5,small_airport,Pilot Butte Airport,44.04729843,-121.276001,US,Oregon,OR,Bend,8OR5
OG05,small_airport,Sundance Meadows Airport,43.99000168,-121.2060013,US,Oregon,OR,Bend,OG05
OR04,small_airport,Kennel Airstrip,44.02959824,-121.1650009,US,Oregon,OR,Bend,OR04
OR30,small_airport,D M Stevenson Ranch Airport,44.00320053,-121.2720032,US,Oregon,OR,Bend,OR30
77PN,small_airport,Gilfert Airport,40.7840004,-77.20659637,US,Pennsylvania,PA,Benfer,77PN
PA39,small_airport,Beaver Springs Airport,40.7765007,-77.21640015,US,Pennsylvania,PA,Benfer,PA39
52WA,small_airport,Honn Farm Airport,46.93209839,-117.9759979,US,Washington,WA,Benge,52WA
6NE8,small_airport,Hoppy's Airport,40.0868988,-101.5690002,US,Nebraska,NE,Benkelman,6NE8
K42V,small_airport,Jones Airport,40.05799866,-101.5469971,US,Nebraska,NE,Benkelman,42V
96CO,small_airport,Logan Airport,39.85639954,-104.3960037,US,Colorado,CO,Bennet,96CO
CO02,small_airport,Harrington Ranch Airport,39.62969971,-104.5189972,US,Colorado,CO,Bennet,CO02
76CO,small_airport,Hoy Airstrip,39.83580017,-104.4219971,US,Colorado,CO,Bennett,76CO
87CO,small_airport,Young's Strip,39.69110107,-104.4160004,US,Colorado,CO,Bennett,87CO
CD09,small_airport,Yoder Airstrip,39.81969833,-104.4089966,US,Colorado,CO,Bennett,CD09
CD14,small_airport,J & S Airport,39.82889938,-104.4369965,US,Colorado,CO,Bennett,CD14
US-1250,small_airport,Campbells Airport,39.913889,-104.473333,US,Colorado,CO,Bennett,CO41
8II0,small_airport,Allen and Gloss Airport,38.85699844,-85.1013031,US,Indiana,IN,Bennington,8II0
08KS,small_airport,Alderson Airport,39.03469849,-97.58000183,US,Kansas,KS,Bennington,08KS
US-0533,small_airport,Arland Airport,38.968768,-97.602305,US,Kansas,KS,Bennington,00AR
09NE,small_airport,Summer Hill Farm Airport,41.33330154,-96.19360352,US,Nebraska,NE,Bennington,09NE
0MS8,small_airport,Catfish Point Airport,33.695352,-91.163484,US,Mississippi,MS,Benoit,0MS8
MS37,small_airport,West Bolivar Flying Service Airport,33.65340042,-90.98899841,US,Mississippi,MS,Benoit,MS37
US-4710,small_airport,Cascabel Central Landing Field,32.23618,-110.32889,US,Arizona,AZ,Benson,
4IL9,small_airport,Unzicker Airport,40.82749939,-89.1207962,US,Illinois,IL,Benson,4IL9
MN11,small_airport,Lorenz Airport,45.29999924,-95.54499817,US,Minnesota,MN,Benson,MN11
7KS9,small_airport,Eagle Field,37.84889984,-97.51000214,US,Kansas,KS,Bentley,7KS9
SN62,small_airport,Roberts Field,37.87419891,-97.51249695,US,Kansas,KS,Bentley,SN62
SN46,small_airport,Taylor Airport,37.87189865,-97.07219696,US,Kansas,KS,Benton,SN46
42KY,small_airport,Pirates Cove Airport,36.77640152,-88.22229767,US,Kentucky,KY,Benton,42KY
US-1908,small_airport,Sonlef Air Strip,32.62978,-93.6576,US,Louisiana,LA,Benton,LA81
58AR,small_airport,Sugar Creek Airport,36.405833,-94.175277,US,Arkansas,AR,Bentonville,58AR
US-3268,small_airport,Berea-Richmond Airport,37.64519,-84.28297,US,Kentucky,KY,Berea,
SD53,small_airport,Howard Field,42.90639877,-96.81079865,US,South Dakota,SD,Beresford,SD53
US-0784,small_airport,Glenwood Field,43.000891,-96.876605,US,South Dakota,SD,Beresford,SD29
3MO2,small_airport,Ultra Flight Airpark,38.685021,-91.338214,US,Missouri,MO,Berger,3MO2
WV61,small_airport,Buzzards Gap Ultralightport,39.4695015,-78.23560333,US,West Virginia,WV,Berkeley Springs,WV61
US-1192,small_airport,Knight Field,41.956697,-94.086942,US,Iowa,IA,Berkley,IA21
1M8,small_airport,Myricks Airport,41.83909988,-71.02649689,US,Massachusetts,MA,Berkley,1M8
4MD1,small_airport,Bunting's Field,38.36819839,-75.23069763,US,Maryland,MD,Berlin,4MD1
PN98,small_airport,Dream Field,39.933483,-78.934101,US,Pennsylvania,PA,Berlin,PN98
03WI,small_airport,Zink Airport,44.028873,-88.883945,US,Wisconsin,WI,Berlin,03WI
31WN,small_airport,Berlin Field LLC,43.991368,-88.961968,US,Wisconsin,WI,Berlin,31WN
WI55,small_airport,Broken Prop Airport,43.98609924,-88.98349762,US,Wisconsin,WI,Berlin,WI55
89OI,small_airport,Circle C Airport,41.03889847,-80.98400116,US,Ohio,OH,Berlin Center,89OI
01VA,small_airport,Pickles Airport,39.125,-77.92500305,US,Virginia,VA,Berryville,01VA
61VA,small_airport,High View Farm Airport,39.23540115,-78.01190186,US,Virginia,VA,Berryville,61VA
4NA5,small_airport,Berg Strip,48.28829956,-101.8280029,US,North Dakota,ND,Berthold,4NA5
6ND9,small_airport,Skinningsrud Airport,48.39279938,-101.7639999,US,North Dakota,ND,Berthold,6ND9
6CO6,small_airport,Skywagon Ranch Airport,40.311886,-105.145833,US,Colorado,CO,Berthoud,6CO6
86CO,small_airport,Lazy W Airport,40.31359863,-105.1449966,US,Colorado,CO,Berthoud,86CO
CD39,small_airport,Pond's Field,40.26499939,-105.137001,US,Colorado,CO,Berthoud,CD39
17CO,small_airport,Skylane Ranch Airport,40.272258,-105.032625,US,Colorado,CO,Berthoud,17CO
12TX,small_airport,Griffin Airport,30.821253,-98.081024,US,Texas,TX,Bertram,12TX
XA12,small_airport,McFarlin Ranch Airport,30.6947,-98.032799,US,Texas,TX,Bertram,XA12
US-4537,small_airport,Hensley Ranch Airport,30.83663,-97.9453,US,Texas,TX,Bertram,
09ME,small_airport,Perrotti Skyranch Airfield,43.34080124,-70.85469818,US,Maine,ME,Berwick,09ME
03PN,heliport,M.P. Metals Heliport,41.066861,-76.180806,US,Pennsylvania,PA,Berwick,03PN
UT82,small_airport,Beryl Junction Airport,37.70999908,-113.6460037,US,Utah,UT,Beryl,UT82
86IL,small_airport,Sharp Airport,39.681667,-88.764444,US,Illinois,IL,Bethany,86IL
75K,small_airport,Bethany Memorial Airport,40.27690125,-94.00769806,US,Missouri,MO,Bethany,75K
MO53,small_airport,Meadows Airport,40.23329926,-93.93360138,US,Missouri,MO,Bethany,MO53
8NK4,small_airport,Bethany Airpark,42.94329834,-78.13829803,US,New York,NY,Bethany Center,8NK4
NR40,small_airport,Als Airport,35.820833,-77.378889,US,North Carolina,NC,Bethel,NR40
59OH,small_airport,Kelch Airport,38.97529984,-84.03420258,US,Ohio,OH,Bethel,59OH
2OA4,small_airport,Victory Field,39.931391,-83.908863,US,Ohio,OH,Bethel Township,2OA4
5CT5,small_airport,Thomson Field,41.63230133,-73.21620178,US,Connecticut,CT,Bethlehem,5CT5
CT01,small_airport,Whelan Farms Airport,41.66619873,-73.18900299,US,Connecticut,CT,Bethlehem,CT01
33CT,small_airport,Irish Hills Farms Airport,41.609444,-73.239722,US,Connecticut,CT,Bethlehem,33CT
CO22,small_airport,Hildebrandt Airport,39.27916718,-102.4749985,US,Colorado,CO,Bethune,CO22
14CO,small_airport,Good Pasture Airport,38.09719849,-104.9100037,US,Colorado,CO,Beulah,14CO
K95D,small_airport,Beulah Airport,47.25080109,-101.814003,US,North Dakota,ND,Beulah,95D
3WI3,small_airport,Plover River Airfield,44.76520157,-89.40730286,US,Wisconsin,WI,Bevent,3WI3
US-1149,small_airport,Hillbillies Airport,39.027183,-97.959355,US,Kansas,KS,Beverly,72KS
00WV,small_airport,Lazy J. Aerodrome,38.82889938,-79.8660965,US,West Virginia,WV,Beverly,00WV
7Y9,small_airport,Big Falls Municipal Airport,48.19580078,-93.76679993,US,Minnesota,MN,Big Falls,7Y9
63AK,small_airport,Kucera Residence Airport,61.58430099,-149.9380035,US,Alaska,AK,Big Lake,63AK
9AK7,small_airport,Cubdivision Airport,61.58980179,-149.8170013,US,Alaska,AK,Big Lake,9AK7
AK95,small_airport,Twin Lake Airport,61.569968,-149.778671,US,Alaska,AK,Big Lake,AK95
08AK,small_airport,Fisher Airport,61.569639,-149.724439,US,Alaska,AK,Big Lake,08AK
AK86,small_airport,Kramer Airport,61.573539,-149.91135,US,Alaska,AK,Big Lake,AK86
09AK,small_airport,West Beaver Airport,61.589361,-149.847333,US,Alaska,AK,Big Lake,09AK
20AK,small_airport,Owen Field,61.504079,-149.895591,US,Alaska,AK,Big Lake,20AK
US-0338,small_airport,Brown's Homestead Airport,61.472911,-149.98245,US,Alaska,AK,Big Lake,95AK
AA10,small_airport,Eagles Roost Airport,61.532891,-149.698768,US,Alaska,AK,Big Lake,AA10
US-6415,small_airport,Fly8ma Pilot Lodge Airport,61.584332,-149.803772,US,Alaska,AK,Big Lake,57AK
US-1706,small_airport,Steward Lane Landout,37.14539,-118.26533,US,California,CA,Big Pine,
US-4217,small_airport,Oasis Ranch Airport,37.49377,-117.911,US,California,CA,Big Pine,
US-1512,small_airport,Fish Creek Ranch Airport,42.544028,-110.395972,US,Wyoming,WY,Big Piney,WY19
IL38,small_airport,J Maddock Airport,41.766998,-88.531998,US,Illinois,IL,Big Rock,IL38
39TN,small_airport,Big Sandy Airpark,36.272649,-88.040646,US,Tennessee,TN,Big Sandy,39TN
91XA,small_airport,Crosscut Field,32.623816,-95.113937,US,Texas,TX,Big Sandy,91XA
MT94,small_airport,Ousel Falls Airport,45.2466011,-111.3290024,US,Montana,MT,Big Sky,MT94
TX31,small_airport,Edwards Lucian Wells Ranch Airport,32.074522,-101.565804,US,Texas,TX,Big Spring,TX31
0NE5,small_airport,Newman Airport,41.02109909,-102.0179977,US,Nebraska,NE,Big Springs,0NE5
22UT,small_airport,Larkspur Airstrip,37.025837,-111.629156,US,Utah,UT,Big Water,22UT
AR13,small_airport,Pearson Field,34.98619843,-92.63349915,US,Arkansas,AR,Bigelow,AR13
78TA,small_airport,Ranch-Aero Airport,29.06139946,-98.8003006,US,Texas,TX,Bigfoot,78TA
KFOZ,small_airport,Bigfork Municipal Airport,47.78279877,-93.65019989,US,Minnesota,MN,Bigfork,FOZ
53U,small_airport,Ferndale Airfield,48.061045,-114.001377,US,Montana,MT,Bigfork,53U
93MT,small_airport,Masonry Field,48.10104,-114.089316,US,Montana,MT,Bigfork,93MT
CL23,small_airport,Jones/Ag-Viation Airport,39.45959854,-121.6959991,US,California,CA,Biggs,CL23
00CL,small_airport,Williams Ag Airport,39.427188,-121.763427,US,California,CA,Biggs,00CL
60IL,small_airport,Beulah Land Farm Airport,40.840373,-90.805306,US,Illinois,IL,Biggsville,60IL
3PN0,small_airport,Schulteis Airport,39.96039963,-77.25910187,US,Pennsylvania,PA,Biglerville,3PN0
PA51,small_airport,Bowtie Airport,39.90850067,-77.2052002,US,Pennsylvania,PA,Biglerville,PA51
1MT2,small_airport,Skyrider Ultralightport,45.94309998,-108.5490036,US,Montana,MT,Billings,1MT2
1MT9,small_airport,Wilcox Airport,45.789217,-108.689266,US,Montana,MT,Billings,1MT9
US-1193,small_airport,Landing Pointe Airport,45.733596,-108.674158,US,Montana,MT,Billings,MT57
US-1251,small_airport,Ostlunds Airport,45.676021,-108.570635,US,Montana,MT,Billings,MT13
US-1513,small_airport,Husky Ranch Airport,45.787,-108.729,US,Montana,MT,Billings,MT40
35MT,small_airport,Haynes Ranch Airport,45.861717,-108.646765,US,Montana,MT,Billings,35MT
63MT,small_airport,Billings Flying Service Airport,45.715083,-108.575392,US,Montana,MT,Billings,63MT
MS66,small_airport,Kennedy Executive Airport,30.44599915,-88.92590332,US,Mississippi,MS,Biloxi,MS66
ME08,small_airport,Gadabout Gaddis Airport,45.040806,-69.869629,US,Maine,ME,Bingham,ME08
40MN,small_airport,Turner Field,43.86660004,-95.0141983,US,Minnesota,MN,Bingham Lake,40MN
1NK8,small_airport,Chenango Bridge Airport,42.19169998,-75.84130096,US,New York,NY,Binghamton,1NK8
3NY5,small_airport,Luke Airport,42.02370071,-75.95709991,US,New York,NY,Binghamton,3NY5
US-0563,small_airport,Happy Landings Airport,35.371547,-84.960956,US,Tennessee,TN,Birchwood,4TN1
WI12,small_airport,Lilac Time Airport,45.70660019,-91.62490082,US,Wisconsin,WI,Birchwood,WI12
WN98,small_airport,Florida North Airport,45.65940094,-91.52249908,US,Wisconsin,WI,Birchwood,WN98
US-4921,small_airport,Drew 9 Airport,45.743247,-91.652658,US,Wisconsin,WI,Birchwood,6WI6
4KS8,small_airport,Bursch Private Airport,39.59109879,-101.5930023,US,Kansas,KS,Bird City,4KS8
5K0,small_airport,Bressler Field,39.74250031,-101.5559998,US,Kansas,KS,Bird City,5K0
PS38,small_airport,Bert's Airport,40.28559875,-75.74819946,US,Pennsylvania,PA,Birdsboro - Pottstown,PS38
6OR8,small_airport,Holce & Oblack Airport,45.9715004,-123.3499985,US,Oregon,OR,Birkenfield,6OR8
AL40,small_airport,Bonham Airport,33.54320145,-86.9858017,US,Alabama,AL,Birmingham,AL40
US-1800,small_airport,Cinnamon Ranch Airport,37.67707,-118.3894,US,California,CA,Bishop,
4MD3,small_airport,Carey Field,38.43970108,-75.15940094,US,Maryland,MD,Bishopville,4MD3
K52J,small_airport,Lee County Butters Field,34.24449921,-80.23600006,US,South Carolina,SC,Bishopville,52J
H57,small_airport,Bismarck Memorial Airport,37.75419998,-90.6167984,US,Missouri,MO,Bismarck,H57
MO81,small_airport,Dove Airstrip,37.668401,-90.611829,US,Missouri,MO,Bismarck,MO81
16ND,small_airport,Kalberer Airport,46.696775,-100.596789,US,North Dakota,ND,Bismarck,16ND
US-0736,small_airport,Taylor Field,32.898052,-94.162219,US,Texas,TX,Bivins,TE72
2OL2,small_airport,Myers Field Ultralight Flightpark,35.887833,-95.919639,US,Oklahoma,OK,Bixby,2OL2
US-0439,small_airport,Hallick Farm Airport,43.099444,-89.776389,US,Wisconsin,WI,Black Earth,WI66
CO07,small_airport,Athanasiou Valley Airport,39.85419846,-105.4710007,US,Colorado,CO,Blackhawk,CO07
VA10,small_airport,Catawba Valley Airport,37.28010178,-80.30139923,US,Virginia,VA,Blacksburg,VA10
6OK6,small_airport,Earl Henry Airport,36.79589844,-97.31700134,US,Oklahoma,OK,Blackwell,6OK6
3W6,small_airport,Bladenboro Airport,34.55020142,-78.78309631,US,North Carolina,NC,Bladenboro,3W6
4TN0,small_airport,Melton Field,36.15190125,-83.73280334,US,Tennessee,TN,Blaine,4TN0
98TN,small_airport,Landing At River'S Edge,36.1425,-83.604167,US,Tennessee,TN,Blaine,98TN
86NE,small_airport,Orum Aerodrome,41.54169846,-96.27390289,US,Nebraska,NE,Blair,86NE
WI49,small_airport,Blair Airport,44.286841,-91.226542,US,Wisconsin,WI,Blair,WI49
9NJ8,small_airport,High Meadow Farms Airport,40.89565,-75.00359,US,New Jersey,NJ,Blairstown,9NJ8
KBIJ,small_airport,Early County Airport,31.39749908,-84.89479828,US,Georgia,GA,Blakely,BIJ
66GA,small_airport,Sawyer Farm Airport,31.474722,-85.002778,US,Georgia,GA,Blakely,66GA
OI72,small_airport,Marvin Thiel Field,41.521688,-84.721098,US,Ohio,OH,Blakeslee,OI72
05V,small_airport,Blanca Airport,37.41109848,-105.552002,US,Colorado,CO,Blanca,05V
8OK1,small_airport,Warbonnet Airport,35.16830063,-97.71080017,US,Oklahoma,OK,Blanchard,8OK1
US-0785,small_airport,Rock Ridge Airport,35.098644,-97.742605,US,Oklahoma,OK,Blanchard,2OK3
1OA3,small_airport,Barnett Airpark,39.33340073,-83.85549927,US,Ohio,OH,Blanchester,1OA3
26XS,small_airport,Tatum Ranch Airport,30.1140995,-98.46140289,US,Texas,TX,Blanco,26XS
3TA5,small_airport,Blanco Landing Airport,30.122467,-98.374783,US,Texas,TX,Blanco,3TA5
50TX,small_airport,Kennedy Ranch Airport,30.137037,-98.524017,US,Texas,TX,Blanco,50TX
TX41,small_airport,Pippen-York Ranch Airport,30.09129906,-98.36470032,US,Texas,TX,Blanco,TX41
US-0135,small_airport,Cts Stacy Airport,30.13349915,-98.38359833,US,Texas,TX,Blanco,
US-5375,small_airport,Valley of the Gods Airport,37.2531,-109.9204,US,Utah,UT,Blanding,
TT65,small_airport,3 Barrel Ranch Airport,30.031614,-96.418631,US,Texas,TX,Bleiblerville,TT65
NY79,small_airport,Keysa Airport,42.59669876,-78.34030151,US,New York,NY,Bliss,NY79
44G,small_airport,Betz Airport,41.85559845,-83.8707962,US,Michigan,MI,Blissfield,44G
WI18,small_airport,Gateway Airport,45.13330078,-91.45020294,US,Wisconsin,WI,Bloomer,WI18
84Y,small_airport,Bloomfield Municipal Airport,42.57970047,-97.67369843,US,Nebraska,NE,Bloomfield,84Y
US-0728,small_airport,Turnbull Airport,42.895647,-77.396962,US,New York,NY,Bloomfield,48NY
US-0388,small_airport,Polyanna Ranch Airport,32.0794444,-96.7102778,US,Texas,TX,Blooming Grove,4TE1
IL57,small_airport,Cottonwood Airport,40.42200089,-89.02059937,US,Illinois,IL,Bloomington,IL57
69TX,small_airport,Green Lake Ranch Airport,28.58359909,-96.85440063,US,Texas,TX,Bloomington,69TX
WI56,small_airport,C Jeidy Farms Airport,42.88169861,-90.86070251,US,Wisconsin,WI,Bloomington,WI56
86PN,small_airport,Seesholtz Airport,41.04449844,-76.35520172,US,Pennsylvania,PA,Bloomsburg,86PN
F95,small_airport,Calhoun County Airport,30.48690033,-85.11399841,US,Florida,FL,Blountstown,F95
AL29,small_airport,New Horizon Airport,34.12929916,-86.63330078,US,Alabama,AL,Blountsville,AL29
VG56,small_airport,Midway Airport,37.80830002,-75.60279846,US,Virginia,VA,Bloxom,VG56
2MN4,small_airport,Cornfield Canyon Airport,43.59845,-94.2529,US,Minnesota,MN,Blue Earth,2MN4
07B,small_airport,Blue Hill Airport,44.44800186,-68.56970215,US,Maine,ME,Blue Hill,07B
1IS3,small_airport,Cribbet Airport,39.72779846,-89.05950165,US,Illinois,IL,Blue Mound,1IS3
3IS1,small_airport,Mc Coy Airport,39.70000076,-89.20899963,US,Illinois,IL,Blue Mound,3IS1
3IS3,small_airport,Noland RLA Restricted Landing Area,39.73339844,-89.15010071,US,Illinois,IL,Blue Mound,3IS3
SN26,small_airport,Horttor Airport,38.17779922,-95.00299835,US,Kansas,KS,Blue Mound,SN26
57GA,small_airport,Blue Ridge Skyport Airport,34.86309814,-84.39379883,US,Georgia,GA,Blue Ridge,57GA
US-0440,small_airport,Claasen Airport,33.321666,-96.324058,US,Texas,TX,Blue Ridge,70TE
US-0998,small_airport,Blue Ridge Airport,33.294014,-96.446889,US,Utah,UT,Blue Ridge,99XS
US-0720,small_airport,CCR Field,40.303794,-110.20875,US,Utah,UT,Bluebell,UT27
US-5381,small_airport,Bluebell Airport,40.36996,-110.24246,US,Utah,UT,Bluebell,
K66V,small_airport,Bluff Airport,37.254986,-109.633035,US,Utah,UT,Bluff,66V
US-5284,small_airport,Boundary Butte Mesa Airport,37.0287,-109.4612,US,Utah,UT,Bluff,
US-5344,small_airport,Navajo Airstrip,37.25523,-109.4442,US,Utah,UT,Bluff,
41TA,small_airport,Circle P Ranch Airport,32.23731,-97.8707,US,Texas,TX,Bluff Dale,41TA
XA04,small_airport,Circle Eight Ranch Airport,32.238323,-97.898775,US,Texas,TX,Bluff Dale,XA04
US-4457,small_airport,Triple Eagle Ranch Airport,32.25306,-97.96037,US,Texas,TX,Bluff Dale,
C40,small_airport,Miller Airport,40.71670151,-85.25,US,Indiana,IN,Bluffton,C40
II01,small_airport,Grandlienard-Hogg Airport,40.75619888,-85.25050354,US,Indiana,IN,Bluffton,II01
05TX,small_airport,Circle A Ranch Airport,32.128974,-97.404582,US,Texas,TX,Blum,05TX
ZZ-0003,small_airport,Fainting Goat Airport,32.110587,-97.356312,US,Texas,TX,Blum,87TX
80OR,small_airport,Wilderness Airport,42.36429977,-120.9660034,US,Oregon,OR,Bly,80OR
85OR,small_airport,Allen's Airstrip,42.40459824,-121.0490036,US,Oregon,OR,Bly,85OR
56CL,small_airport,Morris Ag Air SW Airport,33.591726,-114.605663,US,California,CA,Blythe,56CL
US-4715,small_airport,Midland Airport,33.85218,-114.7979,US,California,CA,Blythe,
US-4716,small_airport,Midland Airport,33.85218,-114.7979,US,California,CA,Blythe,
US-4717,small_airport,Standard Mine / Arlington Mine Airport,33.82033,-114.86336,US,California,CA,Blythe,
61GA,small_airport,Pea Patch Aerodrome,33.30179977,-82.17230225,US,Georgia,GA,Blythe,61GA
70AR,small_airport,Randal Field,35.994342,-89.997014,US,Arkansas,AR,Blytheville,70AR
38OR,heliport,Pge Boardman Heliport,45.69453333,-119.8087556,US,Oregon,OR,Boardman,38OR
KM50,small_airport,Boardman Airport,45.8148,-119.820999,US,Oregon,OR,Boardman,M50
8AL3,small_airport,Fricks Field Airport,34.1417667,-86.0885667,US,Alabama,AL,Boaz,8AL3
PA45,small_airport,Logue Airport,41.41669846,-76.93299866,US,Pennsylvania,PA,Bodines,PA45
71TX,small_airport,Grier Airport,29.87269974,-98.73220062,US,Texas,TX,Boerne,71TX
US-5918,small_airport,Champee Springs Ranch Airport,29.81733,-98.88841,US,Texas,TX,Boerne,
US-6266,small_airport,Circle WC Ranch Airport,33.440311,-94.927992,US,Texas,TX,Bogata,6TE4
07IN,small_airport,Gray Airport,39.57369995,-85.91390228,US,Indiana,IN,Boggstown,07IN
58II,small_airport,Henneman Airport,39.52090073,-85.90000153,US,Indiana,IN,Boggstown,58II
K6Y1,small_airport,Bois Blanc Airport,45.7663,-84.503799,US,Michigan,MI,Bois Blanc Island,6Y1
14ID,small_airport,Peaceful Cove Airport,43.68099976,-116.2030029,US,Idaho,ID,Boise,14ID
OK44,small_airport,Canyon Springs Ranch Airport,34.14619827,-96.07689667,US,Oklahoma,OK,Bokchito,OK44
OK68,small_airport,6B Airfield,33.878781,-96.082528,US,Oklahoma,OK,Bokchito,OK68
31MO,small_airport,Hannah Airport,40.10549927,-94.74330139,US,Missouri,MO,Bolckow,31MO
US-6457,small_airport,Boling-Iago Southwest Airport,29.24523,-95.97955,US,Texas,TX,Boling-Iago,
MU19,small_airport,Cherokee Airpark,37.55170059,-93.40019989,US,Missouri,MO,Bolivar,MU19
US-1140,small_airport,Powell Kaiser Airport,40.36302,-79.165909,US,Pennsylvania,PA,Bolivar,01PA
TX32,small_airport,Bar V K Airport,33.37639999,-97.24330139,US,Texas,TX,Bolivar,TX32
7MS7,small_airport,Freebird Airport,32.37409,-90.437061,US,Mississippi,MS,Bolton,7MS7
US-5125,small_airport,Compressor Station 14 Airport,42.17178,-121.43953,US,Oregon,OR,Bonanza,
