ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code,class
KTCC,medium_airport,Tucumcari Municipal Airport,35.18280029,-103.6029968,US,New Mexico,NM,Tucumcari,TCC,Civillian
KVTN,medium_airport,Miller Field,42.85779953,-100.5479965,US,Nebraska,NE,Valentine,VTN,Civillian
KAUW,medium_airport,Wausau Downtown Airport,44.92620087,-89.62660217,US,Wisconsin,WI,Wausau,AUW,Civillian
KALM,medium_airport,Alamogordo White Sands Regional Airport,32.83990097,-105.9909973,US,New Mexico,NM,Alamogordo,ALM,Civillian
PABE,medium_airport,Bethel Airport,60.77980042,-161.8379974,US,Alaska,AK,Bethel,BET,Civillian
KBLF,medium_airport,Mercer County Airport,37.29579926,-81.20770264,US,West Virginia,WV,Bluefield,BLF,Civillian
PASC,medium_airport,Deadhorse Airport,70.19470215,-148.4649963,US,Alaska,AK,Deadhorse,SCC,Civillian
KMGE,medium_airport,Dobbins Air Reserve Base,33.915401,-84.516296,US,Georgia,GA,Marietta,MGE,Civillian
PAYA,medium_airport,Yakutat Airport,59.508717,-139.660435,US,Alaska,AK,Yakutat,YAK,Civillian
KCSV,medium_airport,Crossville Memorial Whitson Field,35.95130157,-85.08499908,US,Tennessee,TN,Crossville,CSV,Civillian
KPOB,medium_airport,Pope Field,35.17089844,-79.01450348,US,North Carolina,NC,Fayetteville,POB,Civillian
KHZY,medium_airport,Northeast Ohio Regional Airport,41.778,-80.695503,US,Ohio,OH,Ashtabula,HZY,Civillian
KBDE,medium_airport,Baudette International Airport,48.72840118,-94.61219788,US,Minnesota,MN,Baudette,BDE,Civillian
KCDS,medium_airport,Childress Municipal Airport,34.43379974,-100.288002,US,Texas,TX,Childress,CDS,Civillian
KGDV,medium_airport,Dawson Community Airport,47.13869858,-104.8069992,US,Montana,MT,Glendive,GDV,Civillian
KHVR,medium_airport,Havre City County Airport,48.542999,-109.762001,US,Montana,MT,Havre,HVR,Civillian
KHBR,medium_airport,Hobart Regional Airport,34.991317,-99.051313,US,Oklahoma,OK,Hobart,HBR,Civillian
KOGB,medium_airport,Orangeburg Municipal Airport,33.45679855,-80.85949707,US,South Carolina,SC,Orangeburg,OGB,Civillian
KPNA,medium_airport,Ralph Wenz Field,42.79550171,-109.8069992,US,Wyoming,WY,Pinedale,PNA,Civillian
PAKN,medium_airport,King Salmon Airport,58.677845,-156.651965,US,Alaska,AK,King Salmon,AKN,Civillian
PHMU,medium_airport,Waimea Kohala Airport,20.001301,-155.667999,US,Hawaii,HI,Waimea (Kamuela),MUE,Civillian
KATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,US,South Dakota,SD,Watertown,ATY,Civillian
KMTC,medium_airport,Selfridge Air National Guard Base Airport,42.613463,-82.836919,US,Michigan,MI,Mount Clemens,MTC,Civillian
PABT,medium_airport,Bettles Airport,66.91390228,-151.529007,US,Alaska,AK,Bettles,BTT,Civillian
PAGK,medium_airport,Gulkana Airport,62.155859,-145.454662,US,Alaska,AK,Gulkana,GKN,Civillian
PAVD,medium_airport,Valdez Pioneer Field,61.1339,-146.248001,US,Alaska,AK,Valdez,VDZ,Civillian
KBBD,medium_airport,Curtis Field,31.17930031,-99.32389832,US,Texas,TX,Brady,BBD,Civillian
KCTB,medium_airport,Cut Bank International Airport,48.608657,-112.378183,US,Montana,MT,Cut Bank,CTB,Civillian
KGUY,medium_airport,Guymon Municipal Airport,36.68510056,-101.5080032,US,Oklahoma,OK,Guymon,GUY,Civillian
KHUL,medium_airport,Houlton International Airport,46.12310028,-67.792099,US,Maine,ME,Houlton,HUL,Civillian
KRSL,medium_airport,Russell Municipal Airport,38.87210083,-98.8117981,US,Kansas,KS,Russell,RSL,Civillian
KSMN,medium_airport,Lemhi County Airport,45.12379837,-113.8809967,US,Idaho,ID,Salmon,SMN,Civillian
KSOA,medium_airport,Sonora Municipal Airport,30.58569908,-100.6490021,US,Texas,TX,Sonora,SOA,Civillian
KTOI,medium_airport,Troy Municipal Airport at N Kenneth Campbell Field,31.860399,-86.012101,US,Alabama,AL,Troy,TOI,Civillian
PADQ,medium_airport,Kodiak Airport,57.75,-152.4940033,US,Alaska,AK,Kodiak,ADQ,Civillian
KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,US,Alabama,AL,Fort Rucker/Ozark,OZR,Civillian
KNBG,medium_airport,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,US,Louisiana,LA,New Orleans,NBG,Civillian
PAFM,medium_airport,Ambler Airport,67.107043,-157.854308,US,Alaska,AK,Ambler,AFM,Civillian
PAKP,medium_airport,Anaktuvuk Pass Airport,68.13359833,-151.7429962,US,Alaska,AK,Anaktuvuk Pass,AKP,Civillian
KBPI,medium_airport,Miley Memorial Field,42.58509827,-110.1110001,US,Wyoming,WY,Big Piney,BPI,Civillian
KW63,medium_airport,Lake Country Regional Airport,36.59579849,-78.56009674,US,Virginia,VA,Clarksville,W63,Civillian
KEGI,medium_airport,Duke Field,30.65040016,-86.52290344,US,Florida,FL,Crestview,EGI,Civillian
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,US,Colorado,CO,Fort Carson,FCS,Civillian
PHNG,medium_airport,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.4505,-157.768005,US,Hawaii,HI,Kaneohe,NGF,Civillian
KMBG,medium_airport,Mobridge Municipal Airport,45.54650116,-100.4079971,US,South Dakota,SD,Mobridge,MBG,Civillian
KNFG,medium_airport,Camp Pendleton MCAS (Munn Field) Airport,33.30130005,-117.3550034,US,California,CA,Oceanside,NFG,Civillian
KTCS,medium_airport,Truth or Consequences Municipal Airport,33.2369,-107.272003,US,New Mexico,NM,Truth or Consequences,TCS,Civillian
KGUS,medium_airport,Grissom Air Reserve Base,40.648102,-86.1521,US,Indiana,IN,Peru,GUS,Civillian
PAPG,medium_airport,Petersburg James A Johnson Airport,56.80170059,-132.9450073,US,Alaska,AK,Petersburg,PSG,Civillian
PADU,medium_airport,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,US,Alaska,AK,Unalaska,DUT,Civillian
PADK,medium_airport,Adak Airport,51.883564,-176.642783,US,Alaska,AK,Adak,ADK,Civillian
PAMC,medium_airport,McGrath Airport,62.95289993,-155.6060028,US,Alaska,AK,McGrath,MCG,Civillian
KBYH,medium_airport,Arkansas International Airport,35.96429825,-89.94400024,US,Arkansas,AR,Blytheville,BYH,Civillian
KVOK,medium_airport,Volk Field,43.93899918,-90.25340271,US,Wisconsin,WI,Camp Douglas,VOK,Civillian
PASY,medium_airport,Eareckson Air Station,52.71229935,174.1139984,US,Alaska,AK,Shemya,SYA,Civillian
K79J,medium_airport,South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799,US,Alabama,AL,Andalusia/Opp,79J,Civillian
KNID,medium_airport,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,US,California,CA,China Lake,NID,Civillian
KDRI,medium_airport,Beauregard Regional Airport,30.831699,-93.339897,US,Louisiana,LA,DeRidder,DRI,Civillian
KLND,medium_airport,Hunt Field,42.81520081,-108.7300034,US,Wyoming,WY,Lander,LND,Civillian
PAWD,medium_airport,Seward Airport,60.130478,-149.418612,US,Alaska,AK,Seward,SWD,Civillian
KWWR,medium_airport,West Woodward Airport,36.438,-99.5226667,US,Oklahoma,OK,Woodward,WWR,Civillian
PADL,medium_airport,Dillingham Airport,59.04470062,-158.5050049,US,Alaska,AK,Dillingham,DLG,Civillian
PAHN,medium_airport,Haines Airport,59.24380112,-135.5240021,US,Alaska,AK,Haines,HNS,Civillian
PANT,medium_airport,Annette Island Airport,55.037026,-131.572695,US,Alaska,AK,Metlakatla,ANN,Civillian
PAEM,medium_airport,Emmonak Airport,62.78609848,-164.4909973,US,Alaska,AK,Emmonak,ENM,Civillian
KBKF,medium_airport,Buckley Space Force Base,39.701698,-104.751999,US,Colorado,CO,Aurora,BKF,Civillian
KHOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,36.66859818,-87.49620056,US,Kentucky,KY,Fort Campbell/Hopkinsville,HOP,Civillian
KNCA,medium_airport,MCAS New River / McCutcheon Field,34.708401,-77.439697,US,North Carolina,NC,Jacksonville,NCA,Civillian
PABA,medium_airport,Barter Island Long Range Radar Station Airport,70.134003,-143.582001,US,Alaska,AK,Barter Island,BTI,Civillian
PALU,medium_airport,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,US,Alaska,AK,Cape Lisburne,LUR,Civillian
PACD,medium_airport,Cold Bay Airport,55.2061,-162.725006,US,Alaska,AK,Cold Bay,CDB,Civillian
PAQT,medium_airport,Nuiqsut Airport,70.209999,-151.005998,US,Alaska,AK,Nuiqsut,AQT,Civillian
KCAR,medium_airport,Caribou Municipal Airport,46.871498,-68.017899,US,Maine,ME,Caribou,CAR,Civillian
KOLU,medium_airport,Columbus Municipal Airport,41.44800186,-97.34259796,US,Nebraska,NE,Columbus,OLU,Civillian
KELO,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,US,Minnesota,MN,Ely,ELO,Civillian
PAGM,medium_airport,Gambell Airport,63.76679993,-171.7330017,US,Alaska,AK,Gambell,GAM,Civillian
PAHP,medium_airport,Hooper Bay Airport,61.52389908,-166.1470032,US,Alaska,AK,Hooper Bay,HPB,Civillian
KNRB,medium_airport,Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,US,Florida,FL,Mayport,NRB,Civillian
PACM,medium_airport,Scammon Bay Airport,61.84529877,-165.5709991,US,Alaska,AK,Scammon Bay,SCM,Civillian
PASM,medium_airport,St Mary's Airport,62.0605011,-163.302002,US,Alaska,AK,St Mary's,KSM,Civillian
KOLF,medium_airport,L M Clayton Airport,48.0945015,-105.5749969,US,Montana,MT,Wolf Point,OLF,Civillian
5A8,medium_airport,Aleknagik / New Airport,59.2826004,-158.6179962,US,Alaska,AK,Aleknagik,5A8,Civillian
PACV,medium_airport,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,US,Alaska,AK,Cordova,CDV,Civillian
PAWG,medium_airport,Wrangell Airport,56.48429871,-132.3699951,US,Alaska,AK,Wrangell,WRG,Civillian
PANI,medium_airport,Aniak Airport,61.58160019,-159.5429993,US,Alaska,AK,Aniak,ANI,Civillian
PANV,medium_airport,Anvik Airport,62.646702,-160.190994,US,Alaska,AK,Anvik,ANV,Civillian
PARC,medium_airport,Arctic Village Airport,68.1147,-145.578995,US,Alaska,AK,Arctic Village,ARC,Civillian
KMCB,medium_airport,McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,US,Mississippi,MS,McComb,MCB,Civillian
PAFB,medium_airport,Ladd AAF Airfield,64.83750153,-147.6139984,US,Alaska,AK,Fairbanks/Ft Wainwright,FBK,Civillian
PAGA,medium_airport,Edward G. Pitka Sr Airport,64.73619843,-156.9369965,US,Alaska,AK,Galena,GAL,Civillian
PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,US,Alaska,AK,Atqasuk,ATK,Civillian
KSUZ,medium_airport,Saline County Regional Airport,34.590599,-92.479401,US,Arkansas,AR,Benton,SUZ,Civillian
KCCY,medium_airport,Northeast Iowa Regional Airport,43.07260132,-92.6108017,US,Iowa,IA,Charles City,CCY,Civillian
KMMT,medium_airport,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,US,South Carolina,SC,Eastover,MMT,Civillian
PFYU,medium_airport,Fort Yukon Airport,66.57150269,-145.25,US,Alaska,AK,Fort Yukon,FYU,Civillian
KJKL,medium_airport,Julian Carroll Airport,37.59389877,-83.31729889,US,Kentucky,KY,Jackson,JKL,Civillian
PAFE,medium_airport,Kake Airport,56.96139908,-133.9100037,US,Alaska,AK,Kake,AFE,Civillian
PAIK,medium_airport,Bob Baker Memorial Airport,66.97599792,-160.4369965,US,Alaska,AK,Kiana,IAN,Civillian
PAKW,medium_airport,Klawock Airport,55.57920074,-133.076004,US,Alaska,AK,Klawock,AKW,Civillian
KNEL,medium_airport,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,US,New Jersey,NJ,Lakehurst,NEL,Civillian
KDRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,US,Nevada,NV,Mercury,NV65,Civillian
KLLQ,medium_airport,Monticello Municipal Ellis Field,33.6385994,-91.75099945,US,Arkansas,AR,Monticello,LLQ,Civillian
PANN,medium_airport,Nenana Municipal Airport,64.54730225,-149.0740051,US,Alaska,AK,Nenana,ENN,Civillian
PAWN,medium_airport,Noatak Airport,67.56610107,-162.9750061,US,Alaska,AK,Noatak,WTK,Civillian
PAPM,medium_airport,Platinum Airport,59.01139832,-161.8200073,US,Alaska,AK,Platinum,PTU,Civillian
PPIZ,medium_airport,Point Lay LRRS Airport,69.73290253,-163.0050049,US,Alaska,AK,Point Lay,PIZ,Civillian
PAPH,medium_airport,Port Heiden Airport,56.959359,-158.62106,US,Alaska,AK,Port Heiden,PTH,Civillian
PASA,medium_airport,Savoonga Airport,63.68640137,-170.4929962,US,Alaska,AK,Savoonga,SVA,Civillian
PASH,medium_airport,Shishmaref Airport,66.249604,-166.089112,US,Alaska,AK,Shishmaref,SHH,Civillian
PAWI,medium_airport,Wainwright Airport,70.63800049,-159.9949951,US,Alaska,AK,Wainwright,AWI,Civillian
KILN,medium_airport,Wilmington Airpark,39.42789841,-83.792099,US,Ohio,OH,Wilmington,ILN,Civillian
PAHL,medium_airport,Huslia Airport,65.69789886,-156.3509979,US,Alaska,AK,Huslia,HLA,Civillian
PAHC,medium_airport,Holy Cross Airport,62.18830109,-159.7749939,US,Alaska,AK,Holy Cross,HCA,Civillian
PAII,medium_airport,Egegik Airport,58.184386,-157.374873,US,Alaska,AK,Egegik,EII,Civillian
KXTA,medium_airport,Homey (Area 51) Airport,37.23500061,-115.810997,US,Nevada,NV,Groom Lake,,Civillian
PADM,medium_airport,Marshall Don Hunter Sr Airport,61.86429977,-162.026001,US,Alaska,AK,Marshall,MDM,Civillian
PAPB,medium_airport,St George Airport,56.5783,-169.662003,US,Alaska,AK,St George,PBV,Civillian
PASN,medium_airport,St Paul Island Airport,57.166311,-170.222555,US,Alaska,AK,St Paul Island,SNP,Civillian
US-0571,medium_airport,Williston Basin International Airport,48.258387,-103.748797,US,North Dakota,ND,Williston,XWA,Civillian
PAEH,medium_airport,Cape Newenham LRRS Airport,58.64640045,-162.0630035,US,Alaska,AK,Cape Newenham,EHM,Civillian
PACZ,medium_airport,Cape Romanzof LRRS Airport,61.78030014,-166.0390015,US,Alaska,AK,Cape Romanzof,CZF,Civillian
PAIL,medium_airport,Iliamna Airport,59.75439835,-154.9109955,US,Alaska,AK,Iliamna,ILI,Civillian
PASV,medium_airport,Sparrevohn LRRS Airport,61.09740067,-155.5740051,US,Alaska,AK,Sparrevohn,SVW,Civillian
PATL,medium_airport,Tatalina LRRS Airport,62.89440155,-155.977005,US,Alaska,AK,Takotna,TLJ,Civillian
PAIM,medium_airport,Indian Mountain LRRS Airport,65.99279785,-153.7039948,US,Alaska,AK,Utopia Creek,UTO,Civillian
KNBC,medium_airport,Beaufort MCAS - Merritt Field,32.47740173,-80.72319794,US,South Carolina,SC,Beaufort,NBC,Civillian
PABL,medium_airport,Buckland Airport,65.981598,-161.149002,US,Alaska,AK,Buckland,BVK,Civillian
PACL,medium_airport,Clear Airport,64.301201,-149.119995,US,Alaska,AK,Clear,Z84,Civillian
KXMR,medium_airport,Cape Canaveral AFS Skid Strip,28.46759987,-80.56659698,US,Florida,FL,Cocoa Beach,XMR,Civillian
US-0086,medium_airport,Jim's Private Airport,33.59790039,-84.14440155,US,Georgia,GA,Conyers,,Civillian
PADE,medium_airport,Deering Airport,66.069603,-162.766006,US,Alaska,AK,Deering,DEE,Civillian
KCPF,medium_airport,Wendell H Ford Airport,37.386666,-83.261666,US,Kentucky,KY,Hazard,CPF,Civillian
PAVL,medium_airport,Kivalina Airport,67.73619843,-164.5630035,US,Alaska,AK,Kivalina,KVL,Civillian
PAMY,medium_airport,Mekoryuk Airport,60.37139893,-166.2709961,US,Alaska,AK,Mekoryuk,MYU,Civillian
KI39,medium_airport,Central Kentucky Regional Airport,37.630798,-84.332298,US,Kentucky,KY,Richmond,RGA,Civillian
PARY,medium_airport,Ruby Airport,64.72720337,-155.4700012,US,Alaska,AK,Ruby,RBY,Civillian
PASD,medium_airport,Sand Point Airport,55.31499863,-160.522995,US,Alaska,AK,Sand Point,SDP,Civillian
PATG,medium_airport,Togiak Airport,59.05279922,-160.3970032,US,Alaska,AK,Togiak Village,TOG,Civillian
KNXP,medium_airport,Twentynine Palms Strategic Expeditionary Landing Field,34.2962,-116.162003,US,California,CA,Twentynine Palms,NXP,Civillian
